53713.456774 16.9745 0.132
53713.464990 16.8739 0.127
53713.473191 16.9412 0.130
53713.481405 16.931 0.129
53735.585497 16.9101 0.158
53735.594624 16.8889 0.155
53735.603719 16.9173 0.158
53735.613004 16.9632 0.162
53687.630503 17.0065 0.158
53687.639201 16.9485 0.154
53687.647904 16.8177 0.145
53687.656614 17.003 0.158
53647.745828 17.1565 0.198
53647.755746 16.8325 0.172
53647.765538 16.8413 0.170
53647.775379 16.8226 0.169
53635.769476 16.8249 0.131
53635.774913 16.8328 0.131
53635.780353 17.1004 0.146
53635.785800 16.7986 0.129
53974.714569 17.4438 0.187
53974.724200 17.4367 0.186
53974.733893 17.3547 0.178
53974.743552 17.1873 0.165
54086.571140 17.4451 0.196
54086.579781 17.4886 0.200
54086.588468 17.3146 0.184
54086.597162 17.1398 0.170
53757.499381 16.8183 0.125
53757.510326 16.7845 0.123
53757.521262 16.7859 0.123
53757.532206 16.8527 0.126
53818.469152 17.332 0.170
53818.483269 17.1048 0.171
53818.490359 16.8789 0.149
54052.630957 16.9344 0.149
54052.644428 16.9371 0.149
54052.657714 16.8841 0.146
54052.671015 16.9239 0.148
54068.622726 17.1052 0.143
54068.633729 17.1617 0.149
54068.644805 17.6044 0.181
54068.655867 17.544 0.170
54212.387418 17.0248 0.167
54212.392595 16.8917 0.158
54212.397797 16.856 0.155
54212.403036 16.9377 0.162
54447.605190 16.9205 0.151
54447.614231 16.8486 0.147
54447.632052 16.8545 0.148
54448.558422 16.9329 0.150
54448.567495 16.9382 0.150
54448.576719 16.9823 0.154
54448.585807 16.9916 0.154
54465.566521 16.9365 0.125
54465.579169 16.9592 0.126
54465.591773 17.0404 0.130
54465.604413 17.1169 0.134
54108.569819 16.8225 0.151
54108.578410 16.8343 0.152
54108.586994 16.7738 0.148
54108.595609 16.8571 0.153
54119.578734 16.9767 0.160
54119.587272 16.9029 0.155
54119.595812 16.9985 0.162
54119.604401 17.0978 0.169
54186.401739 17.4167 0.195
54186.410487 17.2033 0.176
54186.419179 16.9957 0.161
54186.427889 16.9308 0.156
54416.632292 17.2012 0.138
54416.647571 17.4074 0.150
54416.662805 17.2094 0.138
54416.678030 17.008 0.128
54386.701586 17.1242 0.163
54386.709117 16.9985 0.154
54386.716651 17.0383 0.156
54386.724249 16.9891 0.154
54360.695552 17.0192 0.129
54360.712039 17.2739 0.143
54360.728487 17.3614 0.148
54360.744903 17.0463 0.130
54810.598711 16.9662 0.122
54503.531806 16.8749 0.154
54503.539608 16.9062 0.156
54503.547394 16.9071 0.157
54503.555159 16.766 0.151
54528.468248 16.8783 0.123
54528.476512 16.9881 0.128
54528.484682 17.1189 0.136
54528.492857 17.2237 0.142
54528.501036 17.4268 0.155
54779.615447 17.0699 0.122
54779.621898 17.2989 0.133
54779.628375 17.453 0.142
54779.634848 17.4876 0.144
54754.745938 17.4995 0.149
54757.745994 16.9548 0.148
54757.753784 16.9353 0.147
54757.761771 16.9655 0.149
54757.769765 16.8525 0.142
54721.714449 17.4005 0.138
54721.727542 17.1404 0.124
54721.740722 16.9977 0.117
54721.753860 17.1077 0.122
54939.381771 17.3682 0.165
54939.388076 17.44 0.171
54939.394462 17.3786 0.166
54939.400978 17.2111 0.155
55188.593180 16.9056 0.114
55188.602205 16.9185 0.115
55188.611318 16.9222 0.115
55188.620462 16.977 0.118
54839.491795 16.9492 0.114
54839.497523 16.9956 0.116
54839.503317 17.0438 0.118
54839.509097 16.8802 0.111
54855.563117 16.89 0.112
54855.572789 16.9184 0.115
54855.582456 16.8478 0.112
54855.592109 16.9606 0.116
54895.477850 17.0707 0.126
54895.485116 17.1833 0.132
54895.492378 17.2746 0.137
54895.499643 17.5498 0.154
54897.490553 17.1155 0.127
54897.495899 17.2972 0.135
54897.501229 17.189 0.129
54897.506569 17.4327 0.146
54917.435754 17.3222 0.136
54917.440587 17.3181 0.135
54917.445428 17.4656 0.144
54917.450269 17.3435 0.138
55153.642866 16.9984 0.147
55153.652794 16.9588 0.144
55153.662808 17.0291 0.157
55153.672810 16.7206 0.155
55123.599595 17.0525 0.142
55123.607554 17.1148 0.146
55123.615528 17.2114 0.151
55123.623479 17.4789 0.170
55084.734497 16.9537 0.144
55084.743313 16.9344 0.143
55084.752204 16.7841 0.134
55084.761021 16.7827 0.135
55104.707836 16.9987 0.147
55104.717153 16.986 0.146
55104.726496 17.0185 0.149
55104.735689 16.9856 0.148
55550.548377 17.2177 0.132
55550.573268 17.6234 0.158
55273.452541 17.0183 0.129
55475.742090 17.0188 0.129
55590.550356 17.0193 0.111
55590.571599 17.418 0.130
54810.601250 16.9799 0.123
54810.612035 16.9386 0.122
54810.622868 17.0503 0.127
54810.633684 16.9693 0.123
55821.732004 16.9967 0.098
55821.747159 16.9559 0.098
55821.762301 17.2988 0.108
55821.777409 17.2401 0.105
55867.707131 16.8664 0.114
55867.717694 16.8598 0.114
55867.728599 16.7447 0.110
55867.739314 16.912 0.117
56241.598140 17.0427 0.104
56241.612957 17.3473 0.116
56241.627917 17.2611 0.113
56241.642930 17.0606 0.105
56279.580022 16.954 0.111
56279.592777 17.0292 0.114
56279.605364 17.3047 0.127
56279.617973 17.2937 0.127
