53600.426350 16.1369 0.116
53600.433624 16.0811 0.114
53600.441010 15.9991 0.111
53600.448508 16.1463 0.117
53604.441952 16.4289 0.167
53604.449594 16.5003 0.147
53604.456943 16.1403 0.127
53604.464814 16.4768 0.146
53579.497282 16.181 0.108
53579.505469 16.1805 0.108
53579.513633 16.2425 0.111
53579.521811 16.1073 0.106
53628.378756 16.1094 0.103
53628.389877 16.2753 0.110
53628.400721 16.1713 0.107
53628.411598 16.116 0.105
53953.455175 16.1355 0.117
53953.465777 16.1988 0.121
53953.476386 16.3607 0.129
53953.486992 16.0802 0.117
53958.449712 16.5287 0.132
53958.456091 16.3464 0.123
53958.462706 16.3897 0.125
53958.469100 16.2548 0.120
53959.375265 16.5036 0.109
53959.383383 16.4037 0.106
53959.391509 16.4889 0.109
53959.399633 16.4646 0.108
53767.734350 16.1515 0.094
53767.743938 16.1884 0.094
53767.753764 16.2008 0.095
53767.763292 16.1367 0.093
53744.734057 15.9376 0.114
53744.737961 16.0332 0.118
53744.741858 16.173 0.124
53744.745738 16.2033 0.126
53938.469926 16.2662 0.119
53938.478835 16.2155 0.118
53938.487771 16.3061 0.122
53938.496726 16.343 0.124
53901.549631 16.1784 0.112
53901.558842 16.1602 0.111
53901.568081 16.1455 0.111
53901.577305 16.1921 0.113
53912.553803 16.2823 0.117
53912.562351 16.2471 0.116
53912.570955 16.3246 0.120
53912.579546 16.2958 0.119
53871.595910 16.4845 0.119
53871.604482 16.3584 0.114
53871.613083 16.5496 0.122
53871.621654 16.4475 0.118
53981.393377 16.1032 0.115
53981.401834 16.2479 0.132
53981.410311 16.1947 0.121
53981.418792 16.1423 0.119
53996.384617 16.042 0.114
53996.391663 16.0587 0.115
53996.398731 16.0261 0.114
53996.405799 16.1382 0.119
54202.556835 16.2264 0.106
54202.563483 16.2364 0.107
54202.570149 16.2768 0.108
54202.576865 16.2194 0.106
54319.445126 16.2088 0.116
54319.454570 16.219 0.117
54319.463980 16.2689 0.119
54319.473466 16.2311 0.117
54119.724941 16.0931 0.119
54119.733499 16.0289 0.116
54119.742173 16.1429 0.120
54119.750864 16.1016 0.118
54301.460335 16.2185 0.100
54301.470168 16.2378 0.101
54301.480028 16.2711 0.104
54301.489864 16.2726 0.103
54265.591716 16.272 0.119
54265.600156 16.2163 0.117
54265.608601 16.3143 0.121
54265.617078 16.2564 0.119
54187.698454 16.1882 0.121
54187.709573 16.1688 0.120
54187.720697 16.2955 0.126
54187.731755 16.3333 0.128
54231.652206 16.2628 0.126
54231.662937 16.2297 0.124
54231.673839 16.2692 0.126
54231.684701 16.2242 0.125
54236.567358 16.1932 0.124
54236.575877 16.1383 0.122
54236.584439 16.0474 0.117
54352.400495 16.254 0.125
54352.407595 16.2756 0.125
54352.412706 16.3024 0.127
54352.417828 16.2548 0.125
54706.425451 16.1386 0.079
54706.432447 16.1653 0.079
54706.439474 16.0369 0.077
54706.446497 16.1813 0.080
54478.732262 16.434 0.137
54478.737435 16.5033 0.140
54478.742667 16.533 0.141
54478.747853 16.4332 0.158
54651.511592 16.0056 0.081
54651.522360 16.0026 0.082
54651.533280 16.1131 0.088
54651.544040 16.1238 0.095
54676.365764 16.1498 0.126
54676.372881 16.2957 0.111
54676.380110 16.2167 0.098
54676.387253 16.0689 0.106
54641.479310 16.1524 0.089
54641.489937 16.0859 0.087
54641.500572 16.0727 0.087
54641.511158 16.0618 0.087
54947.650248 16.4388 0.117
54947.659762 16.4227 0.116
54947.669176 16.2162 0.108
54947.678436 16.1892 0.107
55054.429341 16.0378 0.092
55054.438845 16.0628 0.093
55054.448366 15.9965 0.091
55054.457885 16.0604 0.094
54889.684959 16.2157 0.108
54889.693417 16.1924 0.107
54889.701959 16.2701 0.110
54889.710558 16.244 0.109
55021.454490 16.0467 0.092
55021.464199 16.0878 0.094
55021.473867 16.0059 0.092
55021.483528 16.0418 0.093
55011.413668 16.2935 0.118
55011.420297 16.2374 0.117
55011.426831 16.1497 0.113
55011.433318 16.1765 0.115
54907.741858 16.0936 0.104
54907.749916 16.1395 0.106
54907.757995 16.1007 0.104
54907.766005 16.1756 0.107
54918.725036 16.1797 0.106
54918.734950 16.182 0.107
54918.744842 16.2354 0.108
