53607.757354 12.1108 0.053
53607.768952 12.0887 0.053
53607.780534 12.0591 0.053
53607.792318 12.0515 0.053
53717.595280 12.0898 0.054
53717.602718 12.0744 0.054
53717.610136 12.0844 0.054
53717.617423 12.0951 0.054
53726.640217 12.1157 0.054
53726.647533 12.1325 0.054
53726.654859 12.1547 0.054
53726.662152 12.1723 0.054
53683.582594 12.2537 0.054
53683.592417 12.2349 0.054
53683.602255 12.2281 0.054
53683.612089 12.1822 0.054
53704.523261 12.0985 0.054
53704.528165 12.0864 0.054
53704.533052 12.0745 0.054
53704.537945 12.0427 0.054
53652.746029 12.1987 0.055
53652.755350 12.1844 0.055
53652.764271 12.1697 0.055
53652.773217 12.1286 0.055
53634.738873 12.2357 0.053
53634.750365 12.2189 0.053
53634.762009 12.1654 0.053
53634.773865 12.1378 0.053
53826.417448 12.0723 0.052
53826.429779 12.0534 0.052
53826.440661 12.0413 0.052
53826.451550 12.0424 0.052
53953.805104 12.2024 0.054
53953.813616 12.1784 0.054
53953.822193 12.1392 0.054
53953.830779 12.1396 0.054
54076.664970 12.1144 0.054
54076.673525 12.1504 0.055
54084.590480 12.1171 0.053
54084.600834 12.1489 0.053
54084.611155 12.2094 0.053
54084.621503 12.1937 0.053
54097.601166 12.0824 0.054
54097.609726 12.096 0.054
54097.618284 12.1115 0.054
54097.626833 12.1366 0.054
53742.575555 12.1772 0.052
53742.588751 12.2194 0.052
53742.601972 12.2291 0.052
53742.621456 12.201 0.052
53757.546266 12.2259 0.052
53757.559489 12.2313 0.052
53757.572696 12.1861 0.052
53757.585944 12.173 0.052
53806.442291 12.2187 0.053
53806.450850 12.19 0.053
53806.459584 12.1782 0.053
53806.468102 12.1472 0.053
53857.392206 12.2695 0.054
53857.398627 12.2629 0.054
53857.405060 12.242 0.054
53857.411480 12.2184 0.054
54059.706628 12.1732 0.053
54059.715952 12.2035 0.053
54059.725305 12.2234 0.053
54059.734594 12.2448 0.053
54022.745369 12.2498 0.054
54022.750899 12.2691 0.054
54022.756396 12.2588 0.054
54022.761738 12.2684 0.054
54039.635377 12.2482 0.054
54039.646126 12.2218 0.054
54039.657754 12.2257 0.055
54039.671433 12.1402 0.054
54006.710340 12.141 0.054
54006.721034 12.1187 0.054
54006.731988 12.083 0.054
54006.742939 12.0662 0.053
54202.437693 12.0832 0.053
54202.448616 12.106 0.053
54202.459483 12.1456 0.053
54202.470337 12.1647 0.053
54219.370165 12.2504 0.055
54219.378987 12.2053 0.055
54451.583908 12.1988 0.052
54451.600948 12.248 0.053
54451.617914 12.2416 0.052
54451.634476 12.3127 0.056
54137.469977 12.0985 0.054
54137.477084 12.1226 0.054
54137.484182 12.1233 0.054
54137.491246 12.1438 0.054
54111.625523 12.1344 0.053
54111.638614 12.1827 0.053
54111.651699 12.2047 0.053
54111.664798 12.2328 0.053
54126.576609 12.149 0.053
54126.589751 12.1961 0.053
54126.602858 12.2162 0.053
54126.615986 12.2425 0.053
54160.486504 12.1475 0.054
54160.494995 12.1676 0.054
54160.503489 12.211 0.054
54160.512006 12.2216 0.054
54182.434048 12.1418 0.053
54182.444930 12.1133 0.053
54182.455817 12.0843 0.053
54182.466706 12.0546 0.053
54226.354555 12.074 0.053
54226.362870 12.0749 0.053
54226.371049 12.0793 0.053
54226.379244 12.0842 0.053
54408.667695 12.2 0.054
54408.677651 12.2368 0.054
54408.687659 12.2436 0.054
54408.696823 12.2414 0.054
54417.575411 12.0845 0.052
54417.589091 12.058 0.052
54417.602918 12.0657 0.052
54417.617059 12.065 0.052
54424.604117 12.2583 0.057
54424.613162 12.2366 0.057
54424.622185 12.1961 0.056
